,Class,Permission,apk
732,Banking,"['com.google.android.providers.talk.permission.READ_ONLY', 'com.google.android.googleapps.permission.GOOGLE_AUTH.wifi', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.SUBSCRIBED_FEEDS_WRITE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.health', 'com.google.android.googleapps.permission.GOOGLE_AUTH.ig', 'android.permission.WRITE_SMS', 'com.google.android.gms.permission.AD_ID_NOTIFICATION', 'com.google.android.providers.talk.permission.WRITE_ONLY', 'android.permission.REORDER_TASKS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.YouTubeUser', 'android.permission.CHANGE_WIFI_MULTICAST_STATE', 'android.permission.WRITE_APN_SETTINGS', 'com.android.vending.CHECK_LICENSE', 'android.permission.SET_WALLPAPER_HINTS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.speechpersonalization', 'android.permission.WRITE_PROFILE', 'android.permission.USE_CREDENTIALS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.groups2', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.android', 'android.permission.CAMERA', 'android.permission.BODY_SENSORS', 'android.permission.WRITE_CALL_LOG', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'com.android.alarm.permission.SET_ALARM', 'android.permission.READ_OWNER_DATA', 'android.permission.WRITE_SYNC_SETTINGS', 'android.permission.GET_TASKS', 'android.permission.PERSISTENT_ACTIVITY', 'com.google.android.googleapps.permission.GOOGLE_AUTH.mail', 'com.google.android.googleapps.permission.GOOGLE_AUTH.finance', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.RECORD_AUDIO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.PROCESS_OUTGOING_CALLS', 'com.google.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.jotspot', 'com.google.android.googleapps.permission.GOOGLE_AUTH.cl', 'android.permission.READ_PROFILE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.dodgeball', 'com.google.android.googleapps.permission.GOOGLE_AUTH.adwords', 'android.permission.TRANSMIT_IR', 'android.permission.CLEAR_APP_CACHE', 'android.permission.BATTERY_STATS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.local', 'android.permission.BLUETOOTH', 'android.permission.INTERACT_ACROSS_USERS_FULL', 'android.permission.CHANGE_WIMAX_STATE', 'android.permission.READ_SYNC_STATS', 'android.permission.ACCESS_DOWNLOAD_MANAGER', 'android.permission.FLASHLIGHT', 'com.google.android.googleapps.permission.GOOGLE_AUTH.print', 'com.google.android.googleapps.permission.GOOGLE_AUTH.sitemaps', 'android.permission.BROADCAST_STICKY', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.SET_WALLPAPER', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_GPS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.sierraqa', 'com.android.launcher.permission.WRITE_SETTINGS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_LOCATION', 'android.permission.RECEIVE_USER_PRESENT', 'com.google.android.googleapps.permission.GOOGLE_AUTH.adsense', 'android.permission.WRITE_CALENDAR', 'android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS', 'android.permission.DOWNLOAD_WITHOUT_NOTIFICATION', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.SET_TIME_ZONE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.speech', 'com.google.android.gms.permission.ACTIVITY_RECOGNITION', 'android.permission.READ_SYNC_SETTINGS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.news', 'com.google.android.googleapps.permission.GOOGLE_AUTH.ah', 'android.permission.CALL_PHONE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.lh2', 'android.permission.EXPAND_STATUS_BAR', 'com.google.android.googleapps.permission.GOOGLE_AUTH.gbase', 'com.google.android.googleapps.permission.GOOGLE_AUTH.knol', 'com.google.android.googleapps.permission.GOOGLE_AUTH.mobile', 'android.permission.READ_PHONE_STATE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.sierrasandbox', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.READ_CALENDAR', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.google.android.googleapps.permission.GOOGLE_AUTH', 'com.qihoo.appstore.rtservice.ACCESS_RTSERVICE', 'android.permission.RUN_INSTRUMENTATION', 'android.permission.RECEIVE_SMS', 'android.permission.READ_CELL_BROADCASTS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.orkut', 'com.google.android.googleapps.permission.GOOGLE_AUTH.androidsecure', 'android.permission.CHANGE_CONFIGURATION', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.RECEIVE_BOOT_COMPLETED', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.READ_USER_DICTIONARY', 'android.permission.CHANGE_NETWORK_STATE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.wise', 'android.permission.DISABLE_KEYGUARD', 'android.permission.SUBSCRIBED_FEEDS_READ', 'android.permission.NFC', 'com.google.android.googleapps.permission.GOOGLE_AUTH.sierra', 'androd.permission.INSTALL_PACKAGES', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'com.android.vending.BILLING', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.INTERNET', 'com.google.android.googleapps.permission.GOOGLE_AUTH.youtube', 'com.google.android.googleapps.permission.GOOGLE_AUTH.blogger', 'android.permission.GET_PACKAGE_SIZE', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.RESTART_PACKAGES', 'android.permission.GET_ACCOUNTS', 'android.permission.MANAGE_ACCOUNTS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.notebook', 'android.permission.WRITE_SETTINGS', 'android.permission.RECEIVE_MMS', 'android.permission.USE_SIP', 'com.google.android.googleapps.permission.GOOGLE_AUTH.cp', 'android.permission.READ_SOCIAL_STREAM', 'android.permission.WRITE_USER_DICTIONARY', 'android.permission.READ_CONTACTS', 'android.permission.RECEIVE_WAP_PUSH', 'android.permission.READ_INSTALL_SESSIONS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_LOGS', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.BROADCAST_SMS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.OTHER_SERVICES', 'com.google.android.googleapps.permission.GOOGLE_AUTH.grandcentral', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'com.android.voicemail.permission.ADD_VOICEMAIL', 'android.permission.ACCESS_WIMAX_STATE', 'android.permission.WRITE_SOCIAL_STREAM', 'android.permission.WRITE_OWNER_DATA', 'com.google.android.googleapps.permission.GOOGLE_AUTH.talk', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_CALL_LOG', 'com.google.android.c2dm.permission.RECEIVE', 'com.google.android.googleapps.permission.GOOGLE_AUTH.writely']",d86b6babd045f942807913cb218042fc880b3859fe432acf0ac167518c9dcb76.apk
733,Banking,"['android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.DELETE_PACKAGES', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_CONTACTS', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d8b9efa1d0065d37682f0105ccf44e937c38e3f29baabdf6f807feb1321b53a1.apk
734,Banking,"['android.permission.RECORD_AUDIO', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.RECEIVE_MMS', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_CALL_LOG', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.WRITE_CONTACTS', 'android.permission.RECEIVE_SMS', 'android.permission.READ_CALL_LOG', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED']",d8c0c5890fa66a7adb1c0c1c3b303db57b87e51c460cc03b3edb9235361dc857.apk
735,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d8dc4841912cac517fac08e1a8cb417096ec3f752a676c1872f99233f8ddb0e7.apk
736,Banking,"['android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.READ_LOGS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.GET_TASKS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",d9199408d99ed5709d2a3effa1bdbd2004f216d44fb4d5dc4c78ea01e5657497.apk
737,Banking,"['android.permission.SET_WALLPAPER', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']",d91b9e71b01460207b2275e5bc6cf6f8b91e3963b6f837fec3ae6e98725866ba.apk
738,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.CALL_PHONE', 'android.permission.READ_SMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_LOGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",d9330752cb5fa3b621e1213b5c597aeb91edbb37179fc548dcb47aa6a6609fb5.apk
739,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.USES_POLICY_FORCE_LOCK', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SMS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",d96e99244c5223f5d4ead0621fce4f1197f4865dd990ce0aab0bde793430bf16.apk
740,Banking,"['android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d98cc63f4c093918c63b6488c10daa9d34b9aac8a5de50a51ad2b5eecedc1cbf.apk
741,Banking,"['android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ANSWER_PHONE', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.DELETE_PACKAGES', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_CONTACTS', 'android.permission.INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_LOGS', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.GET_TASKS', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED']",d99ed2c0716b5f67436acc829b19efd0c101d867238f1faa6244ed14d65dfcac.apk
742,Banking,"['android.permission.UPDATE_DEVICE_STATS', 'android.permission.DISABLE_KEYGUARD', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.REORDER_TASKS', 'android.permission.INTERNAL_SYSTEM_WINDOW', 'android.permission.DEVICE_POWER', 'android.permission.WRITE_APN_SETTINGS', 'android.permission.WRITE_SECURE', 'android.permission.READ_PHONE_STATE', 'android.permission.ADD_SYSTEM_SERVICE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.BROADCAST_STICKY', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.STATUS_BAR', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BROADCAST_SMS', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.READ_SMS', 'android.permission.BROADCAST_WAP_PUSH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE']",d9a7710cbb804ed1eadc45a265f85306677070f253423f286388b93041f459c5.apk
743,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.INSTALL_PACKAGES', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.DELETE_PACKAGES', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",d9c284dbf73c2e83070e148d44a01e2569868e43c129798979a11e567da9473d.apk
744,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'android.permission.RECEIVE_WAP_PUSH', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SMS', 'android.permission.ADD_SYSTEM_SERVICE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.RECEIVE_MMS', 'android.permission.SEND_SMS']",d9e20c97512a57ea34f49b3855354108b7669c875c2d43ebb1b49e7ccc235959.apk
745,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.USES_POLICY_FORCE_LOCK', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SMS', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK']",d9f87cdf0cff5a91b9a512bcb0a06350af966c5537e81ffc4e118a8aefd44b7c.apk
746,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'android.permission.RECEIVE_WAP_PUSH', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_SMS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SMS', 'android.permission.ADD_SYSTEM_SERVICE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.RECEIVE_MMS', 'android.permission.SEND_SMS']",d9f9a72cd80b01ebb8b387ed09b4b7336baa4c3c6130e78f0eaa775a0e9a6b03.apk
747,Banking,"['android.permission.RECORD_AUDIO', 'android.permission.CALL_PHONE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_CONTACTS', 'android.permission.CAMERA', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_CALL_LOG', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES']",da0e1f8e865917a813ed7ac0fb6497696c1f98c5a7ca9944421666014bf03702.apk
748,Banking,"['android.permission.RECEIVE_SMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.MOUNT_FORMAT_FILESYSTEMS', 'android.permission.READ_SMS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.SEND_SMS']",da33aa5d75d1850012e651e6b733826095c445120ad12776daed0c35510bcfc9.apk
749,Banking,"['android.permission.DISABLE_KEYGUARD', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.SUBSCRIBED_FEEDS_READ', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.CHANGE_WIFI_STATE', 'com.sec.android.app.sbrowser.operatorbookmarks.permission.READ_HISTORY_BOOKMARKS', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.RESTART_PACKAGES', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'android.permission.USE_SIP', 'android.permission.USE_CREDENTIALS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_CONTACTS', 'android.permission.BROADCAST_PACKAGE_ADDED', 'android.permission.PROCESS_INCOMING_CALLS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BROADCAST_PACKAGE_INSTALL', 'android.permission.SEND_SMS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.GET_TASKS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_USER_DICTIONARY', 'android.permission.CHANGE_NETWORK_STATE']",da61999331d0ff7e8f05e8693c186b41075aaa9ef24b35b396eb5c1c004e979f.apk
750,Banking,"['android.permission.RECORD_AUDIO', 'android.permission.DISABLE_KEYGUARD', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.WRITE_SMS', 'android.permission.INTERNET', 'android.permission.DEVICE_POWER', 'android.permission.BATTERY_STATS', 'android.permission.GET_ACCOUNTS', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.WRITE_INTERNAL_STORAGE', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.READ_CALENDAR', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_CONTACTS', 'com.google.android.gm.permission.READ_GMAIL', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_OWNER_DATA', 'android.permission.SEND_SMS', 'android.permission.WRITE_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.READ_SMS', 'android.permission.RECEIVE_BOOT_COMPLETED']",da652f391935aeefdd3af86f45ceed3fafa9579b420c654504e22821c6abd874.apk
